section,code,indicator,yes_bar,n_lessons,n_cells,na_rate,pooled_p_yes,ac1,kripp_alpha,pairwise_agreement,ac1_dedup,mean_flip_rate,n_lessons_flipped,pct_lessons_flipped,n_disagreements,n_verdicts,p_unstable,lesson_yes_sd,lesson_yes_min,lesson_yes_max,n_lessons_yes,n_lessons_no,chi2_discrimination,p_discriminates,mean_confidence,conf_when_yes,conf_when_no,votes_needed,q_unstable,q_discriminates,reliable,discriminates,verdict_class
C,C8,"Modeling, Scaffolding & Problem-Solving",I Do -> We Do -> You Do scaffolding visible. Problem-solving and creativity modeled with clear strategies.,10,100,0.0,0.12,0.8647734956051386,0.5,0.8933333333333333,0.8210290827740493,0.08,2,0.2,8,100,0.127960478620379,0.2529822128134703,0.0,0.6,2,8,54.54545454545455,1.4866320797115193e-08,0.7045000000000003,0.5775,0.7218181818181818,3.0,1.0,8.919792478269115e-08,True,True,HEALTHY
C,C9,Collaborative Learning,Purposeful pair/group tasks with clear roles. Students work towards synthesized solutions.,10,100,0.0,0.06,0.9398857829876766,0.5319148936170213,0.9466666666666668,0.9225931301403,0.04,1,0.1,4,100,0.7421613408839848,0.1897366596101027,0.0,0.6,1,9,57.44680851063831,4.149572433441467e-09,0.7603999999999997,0.5933333333333334,0.771063829787234,1.0,1.0,3.3196579467531744e-08,True,True,HEALTHY
C,C10,Integration of Taleemabad Technology,Taleemabad videos/apps used to support learning objectives.,10,100,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0.0,0,100,1.0,0.0,0.0,0.0,0,10,,,0.9218,,0.9218,1.0,1.0,,True,False,UNINFORMATIVE
C,C11,Self & Peer Assessment Facilitation,Self- and peer-assessment structured and purposeful. Students use rubrics to assess work.,10,100,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0.0,0,100,1.0,0.0,0.0,0.0,0,10,,,0.8225,,0.8225,1.0,1.0,,True,False,UNINFORMATIVE
C,C12,Classroom Resources & Space for Collaboration,Resources and space well-organized for collaborative tasks. Materials accessible.,10,100,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0.0,0,100,1.0,0.0,0.0,0.0,0,10,,,0.7275,,0.7275,1.0,1.0,,True,False,UNINFORMATIVE
D,D1,Active Participation Rate,"50-75% actively participating (writing, discussing, solving).",10,100,0.0,0.9,1.0,1.0,1.0,1.0,0.0,0,0.0,0,100,1.0,0.3162277660168379,0.0,1.0,9,1,100.0,1.573517630375376e-17,0.6716000000000002,0.6764444444444444,0.628,1.0,1.0,3.304387023788289e-16,True,True,HEALTHY
D,D2,Cognitive Engagement Level (Bloom's),Students applying concepts to new problems (Bloom's Apply/Analyze).,10,100,0.0,0.37,0.895924399483785,0.882024882024882,0.9444444444444444,0.9184505606523954,0.0299999999999999,2,0.2,3,100,0.8817370188148796,0.4808557187163549,0.0,1.0,4,6,89.27498927498927,2.2755999531983866e-15,0.7802,0.6132432432432432,0.8782539682539684,1.0,1.0,3.4133999297975794e-14,True,True,HEALTHY
D,D3,Student-to-Student Interaction,Students discuss content in pairs/groups; academic language used.,10,100,0.0,0.23,0.8657995251367813,0.7577639751552795,0.9133333333333332,0.8828353837141183,0.05,3,0.3,5,100,0.5640186993142899,0.3917198545446023,0.0,1.0,2,8,77.9785431959345,4.069574908567925e-13,0.7108000000000001,0.5660869565217392,0.7540259740259738,1.0,1.0,5.290447381138303e-12,True,True,HEALTHY
D,D7,Inclusivity of Engagement,Students across ability levels and genders are participating.,10,100,0.0,0.81,0.7592218048733506,0.4639376218323587,0.8333333333333333,0.7184900831733845,0.0899999999999999,6,0.6,9,100,0.0630895906274486,0.2960855732160327,0.0,1.0,9,1,51.267056530214425,6.217684834932408e-08,0.6341999999999999,0.6344444444444444,0.633157894736842,3.0,1.0,3.1088424174662044e-07,True,True,HEALTHY
F,F1,Content Accuracy,Content is accurate; no errors observed.,10,100,0.0,0.13,0.8879986215214957,0.6206896551724137,0.9133333333333332,0.8511521396879919,0.05,3,0.3,5,100,0.5640186993142899,0.2869378562220979,0.0,0.9,1,9,65.51724137931035,1.1442686696914803e-10,0.6857999999999999,0.5930769230769231,0.699655172413793,1.0,1.0,1.1442686696914803e-09,True,True,HEALTHY
F,F2,Use of Academic Language,Key terms used accurately and explained to students.,10,100,0.0,0.7,0.6475095785440613,0.5180952380952382,0.7955555555555556,0.6228338430173294,0.1399999999999999,6,0.6,14,100,0.0004632733832038,0.3620926830400072,0.0,1.0,7,2,56.19047619047619,7.218425736261564e-09,0.6113,0.6024285714285714,0.6319999999999999,5.0,0.0134349281129106,5.052898015383095e-08,False,True,NOISY
F,F3,Anticipation of Student Misconceptions,Anticipates and addresses at least 1-2 common misconceptions.,10,100,0.0,0.22,0.8172959805115715,0.6538461538461537,0.8800000000000001,0.8681647940074906,0.08,3,0.3,8,100,0.127960478620379,0.3614784456460256,0.0,1.0,2,8,68.53146853146852,2.952844828452835e-11,0.6713000000000002,0.6477272727272727,0.6779487179487179,3.0,1.0,3.2481293112981184e-10,True,True,HEALTHY
F,F4,Depth of Explanation,Explains the 'why' behind procedures; uses multiple representations.,10,100,0.0,0.19,0.9711066165848022,0.935672514619883,0.98,0.9608035276825084,0.0099999999999999,1,0.1,1,100,0.994079470779666,0.4012480529547776,0.0,1.0,2,8,94.15204678362574,2.382796706746096e-16,0.7502,0.618421052631579,0.7811111111111111,1.0,1.0,4.289034072142973e-15,True,True,HEALTHY
F,F5,Subject-Specific Pedagogy: MATH,Uses concrete -> pictorial -> abstract (CPA) progression; manipulatives present.,3,30,0.7,0.6666666666666666,1.0,1.0,1.0,1.0,0.0,0,0.0,0,30,1.0,0.5773502691896258,0.0,1.0,2,1,30.0,3.05902320501826e-07,0.755,0.6925,0.8799999999999999,1.0,1.0,1.2236092820073038e-06,True,True,HEALTHY
F,F6,Subject-Specific Pedagogy: SCIENCE,Hands-on activities present; students make predictions and observations.,0,0,1.0,,,,,,,0,,0,0,,0.0,,,0,0,,,,,,,,,True,False,UNTESTED
F,F7,Subject-Specific Pedagogy: LITERACY / LANGUAGE,"Teacher models reading strategies (prediction, summarizing, questioning). Balanced approach.",7,70,0.3,0.1857142857142857,0.7952018724400234,0.5344129554655871,0.8571428571428571,0.8647734956051386,0.1,2,0.2857142857142857,7,70,0.0603533207349699,0.3184785258515422,0.0,0.7,2,5,40.242914979757074,4.080864994352302e-07,0.6934285714285713,0.5715384615384614,0.7212280701754386,3.0,1.0,1.2242594983056905e-06,True,True,HEALTHY
F,F8,Cross-Curricular Connections,Meaningful connections made to at least one other subject area.,10,100,0.0,0.01,0.97959600081616,0.0,0.98,0.974367190003204,0.0099999999999999,1,0.1,1,100,0.994079470779666,0.0316227766016837,0.0,0.1,0,10,9.09090909090909,0.4289251884940164,0.8192000000000002,0.55,0.8219191919191919,1.0,1.0,0.4289251884940164,True,False,UNINFORMATIVE
